,value,nifty_bm,drawdown,cash,n_open
2023-01-27,1166991.1358253872,1314793.9807701001,,256738.04988158518,9
2023-01-30,1151412.574429958,1304079.0806788947,,253310.76637459075,8
2023-01-31,1136313.8504104603,1293852.7542932536,,249989.04709030126,3
2023-02-01,1122623.5831280986,1308229.5679581854,,246977.1882881817,7
2023-02-02,1114168.1361655162,1293996.7982127916,,245116.98995641357,3
2023-02-03,1099138.717417167,1314733.6055172686,,241810.51783177676,4
2023-02-06,1100516.9572057363,1304037.0683477477,,242113.73058526198,7
2023-02-07,1081781.5781667307,1312493.3879001623,,237991.94719668076,8
2023-02-08,1069872.8841322483,1308947.194145738,,235372.03450909464,3
2023-02-09,1055795.8027114768,1316997.5866741417,,232275.0765965249,5
2023-02-10,1058835.7682537292,1310743.0557977748,,232943.86901582044,6
2023-02-13,1050630.5487530075,1309266.4610051196,,231138.72072566167,9
2023-02-14,1049948.3518389568,1310325.306906339,,230988.6374045705,9
2023-02-15,1026799.8642102005,1298400.3234722817,,225895.97012624412,6
2023-02-16,1019458.1704915613,1308083.5740205715,,224280.7975081435,5
2023-02-17,1017563.8762837442,1302255.3698771333,,223864.05278242374,4
2023-02-20,1008690.1228973584,1299974.2101930843,,221911.82703741884,7
2023-02-21,1008323.5479486552,1288240.2282036948,,221831.18054870414,6
2023-02-22,1004474.8255412619,1257422.726774806,,220984.46161907763,5
2023-02-23,1017090.480144989,1255668.9191437366,,223759.90563189756,8
2023-02-24,1037554.9854925016,1284976.038978056,,228262.09680835035,9
2023-02-27,1034956.8152469262,1295093.6071596968,,227690.49935432375,5
2023-02-28,1031637.9452985354,1295400.5785253819,,226960.3479656778,4
2023-03-01,1044980.9112002797,1292709.431912031,,229895.80046406153,4
2023-03-02,1059617.29342007,1293528.2676530115,,233115.80455241541,3
2023-03-03,1055522.6034723714,1300794.832917324,,232214.9727639217,6
2023-03-06,1052364.914775816,1286749.2122635844,,231520.28125067952,3
2023-03-07,1050454.6944213326,1300911.2462795572,,231100.03277269317,9
2023-03-08,1039059.5411628656,1310298.7811900347,,228593.09905583042,5
2023-03-09,1031548.6561017211,1319788.9665482347,,226940.70434237865,7
2023-03-10,1023342.4838251796,1325840.8846148965,,225135.34644153953,7
2023-03-13,1017257.4035933353,1326644.8191709414,,223796.62879053378,4
2023-03-14,1017547.5034902799,1335682.1647857986,,223860.4507678616,7
2023-03-15,1020163.4402814764,1343752.6693364205,,224435.9568619248,7
2023-03-16,1034200.1283705517,1339797.4855289247,,227524.0282415214,9
2023-03-17,1026023.7324897306,1333059.353449136,,225725.22114774073,7
2023-03-20,1035203.3004552692,1334909.1530050978,,227744.72610015923,5
2023-03-21,1033920.781728209,1355113.9260443526,,227462.57198020598,7
2023-03-22,1034085.7525441279,1339731.3269795435,,227498.86555970812,8
2023-03-23,1040617.002670906,1321616.1632060807,,228935.7405875993,7
2023-03-24,1031289.8097207135,1324239.8726076228,,226883.75813855696,7
2023-03-27,1035240.1476425601,1325436.2348304375,,227752.8324813632,3
2023-03-28,1037305.2900013431,1328175.5746172087,,228207.1638002955,5
2023-03-29,1042248.9166299435,1331811.5288072603,,229294.76165858758,4
2023-03-30,1045415.1995011973,1329546.8879575646,,229991.3438902634,3
2023-03-31,1067839.4090445102,1348923.3089841208,,234924.66998979225,6
2023-04-03,1062670.2228545465,1328974.6381997764,,233787.44902800024,5
2023-04-04,1058490.2370374938,1319072.8179771297,,232867.85214824864,8
2023-04-05,1053497.6619850297,1318332.9233600062,,231769.48563670652,5
2023-04-06,1049134.5429352482,1298307.0590519249,,230809.5994457546,6
2023-04-07,1044059.0497240747,1296683.3743776511,,229692.99093929643,6
2023-04-10,1055216.5334642967,1317694.7884336677,,232147.63736214527,6
2023-04-11,1068569.5453845547,1318509.6794041847,,235085.29998460202,9
2023-04-12,1064005.3178059226,1321953.1765532894,,234081.16991730296,4
2023-04-13,1057094.5794634994,1306682.5481515878,,232560.80748196985,7
2023-04-14,1061943.5063689004,1299580.1622170378,,233627.5714011581,5
2023-04-17,1057574.781357092,1295493.807043525,,232666.45189856025,9
2023-04-18,1063877.8429248815,1292127.7340100897,,234053.12544347392,7
2023-04-19,1066329.917172254,1308402.8788385137,,234592.5817778959,7
2023-04-20,1053209.9805031198,1315884.411646501,,231706.19571068636,8
2023-04-21,1067674.5496366427,1302542.8562019204,,234888.4009200614,6
2023-04-24,1084591.8104049424,1306140.2130641046,,238610.19828908733,4
2023-04-25,1079571.556095708,1312870.8928305716,,237505.74234105574,8
2023-04-26,1076640.0191991765,1327642.5492241122,,236860.80422381882,3
2023-04-27,1079880.550428259,1348134.893224333,,237573.72109421698,9
2023-04-28,1083576.8548984653,1335700.5128303184,,238386.90807766237,9
2023-05-01,1090270.7877945574,1325972.4105069255,,239859.57331480263,4
2023-05-02,1109532.3167834047,1310687.9402419794,,244097.10969234904,7
2023-05-03,1108507.051855345,1308324.5226093486,,243871.5514081759,9
2023-05-04,1101628.181882517,1314670.4258361622,,242358.20001415373,4
2023-05-05,1089351.4022941662,1327553.7725639993,,239657.30850471655,9
2023-05-08,1083215.1889635846,1327153.4690027921,,238307.34157198863,9
2023-05-09,1083538.4428316427,1323678.249334397,,238378.4574229614,6
2023-05-10,1100694.9108090473,1326142.5423573896,,242152.8803779904,3
2023-05-11,1096490.5908149926,1316178.0961825857,,241227.92997929835,6
2023-05-12,1099212.2971157986,1342857.8394008726,,241826.70536547567,3
2023-05-15,1099696.3961289274,1322912.6676664557,,241933.20714836402,9
2023-05-16,1111442.6303386374,1325790.049681381,,244517.3786745002,8
2023-05-17,1135959.860652092,1351834.2129065632,,249911.16934346023,7
2023-05-18,1131492.8296241257,1352489.309769911,,248928.42251730766,9
2023-05-19,1127441.8190974786,1350615.6105288684,,248037.2002014453,3
2023-05-22,1138102.195781277,1346596.5410896721,,250382.48307188094,3
2023-05-23,1145358.8237686704,1344854.420897255,,251978.9412291075,3
2023-05-24,1164001.8433952814,1362958.9324877444,,256080.4055469619,9
2023-05-25,1170454.359079555,1334891.9442193676,,257499.95899750208,4
2023-05-26,1167558.6751601426,1354898.797637062,,256862.90853523137,8
2023-05-29,1174097.664650336,1337139.3357115262,,258301.4862230739,4
2023-05-30,1185843.3147162239,1334313.69670793,,260885.52923756925,7
2023-05-31,1194801.291968801,1329433.0147227675,,262856.2842331362,9
2023-06-01,1200646.0558940114,1337424.5769926351,,264142.1322966825,3
2023-06-02,1212228.370057736,1317681.2728546243,,266690.24141270196,8
2023-06-05,1224979.8154580037,1324020.1635249774,,269495.5594007608,8
2023-06-06,1240081.7971100549,1350038.4061989277,,272817.9953642121,5
2023-06-07,1247638.8977996232,1333122.2183544745,,274480.5575159171,7
2023-06-08,1246590.252711351,1336084.694002686,,274249.85559649725,8
2023-06-09,1248867.8557952244,1328243.4391473294,,274750.9282749494,9
2023-06-12,1262399.7464125943,1334175.2793224768,,277727.9442107708,3
2023-06-13,1254365.893502451,1334978.324606972,,275960.49657053925,3
2023-06-14,1259024.261128889,1327403.4898719208,,276985.33744835557,8
2023-06-15,1255545.0987860514,1334113.2313863887,,276219.9217329313,4
2023-06-16,1256580.0835265336,1357542.0034728593,,276447.6183758374,7
2023-06-19,1270963.9557355265,1355650.1519133435,,279612.07026181585,3
2023-06-20,1273765.5950629907,1365489.0546314802,,280228.43091385794,8
2023-06-21,1275007.1479659828,1349286.034382498,,280501.57255251624,3
2023-06-22,1261009.1285621868,1337592.9251797872,,277422.0082836811,8
2023-06-23,1269739.2906081036,1344157.6435118439,,279342.6439337828,7
2023-06-26,1277442.310719873,1363673.605806462,,281037.3083583721,8
2023-06-27,1301672.408715618,1368853.2838282096,,286367.929917436,5
2023-06-28,1299022.0540029202,1365357.1623328687,,285784.8518806424,8
2023-06-29,1302195.27621885,1365921.4212365844,,286482.96076814696,8
2023-06-30,1305710.8926456575,1350269.500496967,,287256.39638204465,9
2023-07-03,1323975.6373686197,1358591.0704609016,,291274.64022109634,7
2023-07-04,1323671.1070508354,1370549.6119971229,,291207.6435511838,9
2023-07-05,1327578.1645141381,1365238.9266467672,,292067.1961931104,8
2023-07-06,1335207.9159765204,1359715.9885417428,,293745.7415148345,7
2023-07-07,1338100.2133844574,1363721.4986156295,,294382.0469445806,5
2023-07-10,1333798.6417316378,1358636.402762419,,293435.7011809603,7
2023-07-11,1336772.6991795048,1358353.4533639946,,294089.99381949106,3
2023-07-12,1349747.2410486005,1386019.523076878,,296944.3930306921,9
2023-07-13,1338753.0368055776,1383349.0180591813,,294525.66809722706,7
2023-07-14,1341042.6287849958,1379220.7844211836,,295029.37833269907,5
2023-07-17,1333839.8527155595,1371315.577538061,,293444.7675974231,6
2023-07-18,1348162.4867959977,1381586.4894909947,,296595.7470951195,8
2023-07-19,1331489.6417523683,1379788.1755583517,,292927.72118552105,7
2023-07-20,1325936.2172179592,1371855.7128139643,,291705.96778795106,8
2023-07-21,1330956.6107610038,1389651.9578212057,,292810.4543674208,4
2023-07-24,1349439.5443213696,1408976.7755417272,,296876.6997507013,3
2023-07-25,1349468.0482371743,1401531.7086211238,,296882.9706121783,9
2023-07-26,1343882.3355209667,1377268.2101299644,,295654.1138146127,3
2023-07-27,1366150.2442012422,1391029.020252909,,300553.0537242733,4
2023-07-28,1350127.8727217654,1382566.0228616681,,297028.1319987884,4
2023-07-31,1325677.2586136588,1393531.0754482374,,291648.99689500494,9
2023-08-01,1331404.3471977802,1368035.0500274394,,292908.95638351166,7
2023-08-02,1326494.845716082,1380210.11696982,,291828.866057538,4
2023-08-03,1315749.6021468975,1364908.9235922073,,289464.91247231746,6
2023-08-04,1324434.9044826974,1374957.7367780874,,291375.67898619344,8
2023-08-07,1327947.7112152765,1375721.6552455022,,292148.4964673608,8
2023-08-08,1322350.8520114068,1363832.0847286708,,290917.1874425095,5
2023-08-09,1308727.216800034,1359131.1669636744,,287919.9876960075,4
2023-08-10,1319191.6521194214,1368563.5717042657,,290222.1634662727,4
2023-08-11,1327247.5729900214,1370515.1396686826,,291994.4660578047,6
2023-08-14,1326898.5137241024,1378699.7509841295,,291917.67301930254,3
2023-08-15,1348495.663888333,1405165.5272257538,,296669.0460554332,3
2023-08-16,1337012.2517006262,1384874.5220514184,,294142.6953741378,8
2023-08-17,1320450.729134278,1406732.7160229248,,290499.16040954116,8
2023-08-18,1313450.7311765428,1408718.1524221932,,288959.1608588394,7
2023-08-21,1313703.5952152603,1397281.5467083976,,289014.79094735725,9
2023-08-22,1317182.788530665,1380209.5894925068,,289780.2134767463,6
2023-08-23,1315245.8626892713,1378309.5326393628,,289354.0897916397,9
2023-08-24,1319944.5402211053,1390956.4544257957,,290387.7988486432,9
2023-08-25,1306668.4257008648,1389855.2110503225,,287467.05365419027,5
2023-08-28,1323461.727177211,1410391.6725067962,,291161.57997898647,9
2023-08-29,1323305.1814851908,1391540.1389776154,,291127.13992674195,5
2023-08-30,1336640.1470775874,1391964.774402411,,294060.83235706924,9
2023-08-31,1341309.2522507033,1375988.1678036624,,295088.03549515473,6
2023-09-01,1347294.713827202,1381319.437929457,,296404.8370419845,5
2023-09-04,1354601.1225417545,1393537.802609749,,298012.246959186,3
2023-09-05,1360541.7565955825,1388552.7875656548,,299319.18645102816,5
2023-09-06,1368763.705612478,1354783.1398410837,,301128.01523474517,5
2023-09-07,1385021.6023727136,1357912.6989121512,,304704.752521997,6
2023-09-08,1388138.4964576506,1364117.024087977,,305390.46922068315,6
2023-09-11,1397309.277770951,1369929.2541390248,,307408.0411096092,5
2023-09-12,1397053.9147475725,1386587.4991008146,,307351.861244466,4
2023-09-13,1414965.5378632082,1373061.3242412976,,311292.41832990583,6
2023-09-14,1407651.1075965052,1382510.8050494192,,309683.24367123115,7
2023-09-15,1430015.8594972806,1398753.6775380224,,314603.48908940173,7
2023-09-18,1430357.1433921852,1375706.997805039,,314678.57154628076,3
2023-09-19,1413791.3357381837,1380462.393655007,,311034.0938624004,9
2023-09-20,1416150.7944638126,1374430.1755450605,,311553.1747820388,5
2023-09-21,1408774.151235268,1373942.9876107206,,309930.31327175896,4
2023-09-22,1419657.5939118376,1379058.0764974062,,312324.67066060426,3
2023-09-25,1412605.723316729,1373254.0742683455,,310773.2591296804,5
2023-09-26,1408067.6438292821,1365015.6116886532,,309774.8816424421,6
2023-09-27,1386269.2131606967,1366031.7947845191,,304979.2268953533,7
2023-09-28,1381743.5935393393,1352496.0091865778,,303983.59057865466,8
2023-09-29,1354076.977109395,1339112.6030522645,,297896.9349640669,4
2023-10-02,1336632.1678044035,1348317.7249366948,,294059.07691696874,8
2023-10-03,1346046.7693290452,1334169.0944620618,,296130.2892523899,7
2023-10-04,1355818.1284568226,1343174.6941684203,,298279.98826050095,9
2023-10-05,1361507.6691101629,1349641.5662638599,,299531.6872042358,9
2023-10-06,1351106.7073631524,1328080.8210048112,,297243.4756198935,8
2023-10-09,1351342.412620366,1320089.9390619344,,297295.33077648055,6
2023-10-10,1352084.810976823,1335619.52902281,,297458.65841490106,5
2023-10-11,1339556.2581016421,1323731.0827013548,,294702.37678236124,6
2023-10-12,1357451.2368615295,1318446.959364989,,298639.2721095365,8
2023-10-13,1368361.8590543089,1324788.133495542,,301039.60899194796,6
2023-10-16,1366585.45787723,1335203.895792221,,300648.80073299055,7
2023-10-17,1367690.382713837,1332574.0522728502,,300891.8841970442,4
2023-10-18,1370906.1700158098,1325569.5808513663,,301599.3574034782,6
2023-10-19,1347909.5667008152,1344038.0971785036,,296540.10467417934,7
2023-10-20,1345859.3858016431,1366805.4934348094,,296089.0648763615,4
2023-10-23,1338838.217585746,1380089.6830725158,,294544.40786886413,9
2023-10-24,1328216.1829876055,1381787.914278569,,292207.5602572732,5
2023-10-25,1325812.9717302818,1371758.1730485198,,291678.853780662,8
2023-10-26,1346840.810243301,1361512.2069126144,,296304.97825352626,9
2023-10-27,1354958.441120556,1368842.4306992495,,298090.8570465223,5
2023-10-30,1349165.9647708326,1374858.1962781176,,296816.51224958315,9
2023-10-31,1356514.8092356657,1393742.1301978952,,298433.25803184643,3
2023-11-01,1373436.681996486,1402939.8190193863,,302156.0700392269,9
2023-11-02,1385027.64472098,1383496.1072814104,,304706.0818386156,7
2023-11-03,1386532.9732967552,1397903.1472712131,,305037.2541252861,4
2023-11-06,1379712.6694428867,1385235.941718209,,303536.78727743507,9
2023-11-07,1388701.3569822547,1380764.778152022,,305514.298536096,6
2023-11-08,1394151.490123151,1384626.6418654937,,306713.32782709325,5
2023-11-09,1405568.395161446,1411459.1016143444,,309225.0469355181,9
2023-11-10,1413972.232815146,1453752.3815229773,,311073.8912193321,4
2023-11-13,1427406.663079046,1462742.195898586,,314029.4658773901,7
2023-11-14,1421740.5733316152,1460810.8380895548,,312782.92613295536,3
2023-11-15,1438485.6199146656,1468842.089262597,,316466.8363812264,5
2023-11-16,1441736.0171879483,1481845.3466178025,,317181.9237813486,8
2023-11-17,1468004.0400114774,1477953.5132903242,,322960.88880252506,4
2023-11-20,1460255.7730937856,1503780.0236063148,,321256.2700806328,8
2023-11-21,1482649.806348538,1507698.381427265,,326182.9573966784,4
2023-11-22,1486003.9185068093,1515460.8560204667,,326920.86207149806,4
2023-11-23,1478637.718278909,1525684.579882096,,325300.29802136,7
2023-11-24,1473413.6474681355,1532435.845219189,,324151.0024429898,7
2023-11-27,1470256.1925691697,1545292.8819759758,,323456.36236521736,7
2023-11-28,1476409.818340542,1536880.4539087005,,324810.1600349193,9
2023-11-29,1483827.4513424356,1529374.5346956274,,326442.0392953358,6
2023-11-30,1477452.26083944,1514032.6672528267,,325039.49738467677,4
2023-12-01,1478003.3297978456,1520990.043567413,,325160.732555526,5
2023-12-04,1505773.9748776504,1532884.0287166364,,331270.2744730831,8
2023-12-05,1528758.2849242094,1540194.1108040859,,336326.8226833261,7
2023-12-06,1535314.7488413085,1565341.9044826883,,337769.24474508787,9
2023-12-07,1536701.1834502171,1565916.1310962432,,338074.2603590478,7
2023-12-08,1539160.3145320802,1576522.1526585727,,338615.26919705764,8
2023-12-11,1548079.5988994788,1560833.9311172403,,340577.51175788534,8
2023-12-12,1535518.8884820777,1555749.5970400088,,337814.1554660571,4
2023-12-13,1533050.2338927395,1566682.7964383268,,337271.0514564027,7
2023-12-14,1512196.2057882114,1579978.4030713781,,332683.16527340654,8
2023-12-15,1518204.760963335,1576229.610429669,,334005.0474119337,6
2023-12-18,1527437.2153586226,1575819.4866878483,,336036.187378897,6
2023-12-19,1522049.8145755054,1553758.3281029176,,334850.9592066112,7
2023-12-20,1543295.9366882432,1549140.9042064936,,339525.1060714135,9
2023-12-21,1528111.435411653,1562895.1686870004,,336184.51579056366,8
2023-12-22,1509977.052042677,1572091.9434942852,,332194.95144938893,4
2023-12-25,1513733.634043038,1580229.601306741,,333021.3994894683,4
2023-12-26,1528084.3368606966,1581640.5093508603,,336178.5541093532,9
2023-12-27,1550842.6857787191,1582410.9264539855,,341185.39087131823,4
2023-12-28,1545693.0874636122,1573148.9948754187,,340052.4792419947,3
2023-12-29,1560761.720270762,1584253.6491081703,,343367.5784595676,7
2024-01-01,1561156.0904351443,1591254.8509123803,,343454.3398957317,4
2024-01-02,1559770.8266018338,1599360.9880465476,,343149.5818524034,6
2024-01-03,1572391.1031058552,1592040.1834072277,,345926.04268328816,8
2024-01-04,1582021.5968137984,1560140.8599418993,,348044.7512990357,5
2024-01-05,1561741.1346220763,1577057.3904675033,,343583.0496168568,9
2024-01-08,1582247.7217894748,1570545.7901576078,,348094.49879368447,5
2024-01-09,1601726.4198762823,1558332.6453708287,,352379.8123727821,4
2024-01-10,1594138.5885962863,1569253.5179413466,,350710.48949118296,5
2024-01-11,1600426.3973099925,1564068.5158833116,,352093.80740819837,5
2024-01-12,1608075.2457055885,1580474.6493676845,,353776.55405522947,3
2024-01-15,1612570.985103321,1590402.4902076614,,354765.6167227306,6
2024-01-16,1605963.3242203074,1601398.387615101,,353311.9313284676,9
2024-01-17,1597726.6617272738,1581290.3018399328,,351499.8655800003,6
2024-01-18,1598306.3016164964,1600160.578836121,,351627.3863556292,3
2024-01-19,1615165.5508147858,1604804.0528913958,,355336.42117925285,3
2024-01-22,1623565.3829007656,1599848.204821437,,357184.3842381684,5
2024-01-23,1619392.459723002,1602699.4389971232,,356266.34113906045,7
2024-01-24,1630954.0134718574,1576328.2462542178,,358809.88296380866,8
2024-01-25,1592410.3096325418,1583109.9283293025,,350330.2681191592,8
2024-01-26,1608883.0115414395,1568293.5560810484,,353954.26253911667,5
2024-01-29,1586024.698167358,1548799.0904930907,,348925.43359681877,8
2024-01-30,1582058.4500724098,1527050.2151424258,,348052.85901593015,3
2024-01-31,1567919.2866197294,1543833.320945727,,344942.24305634043,6
2024-02-01,1551574.0533315658,1535252.691889598,,341346.2917329445,8
2024-02-02,1567783.3904340223,1558266.7641753037,,344912.3458954849,9
2024-02-05,1562460.0443121,1550989.4809015838,,343741.20974866196,5
2024-02-06,1567968.1581362288,1526484.0012761399,,344952.99478997034,7
2024-02-07,1568252.2348919748,1510933.7359578293,,345015.49167623447,5
2024-02-08,1575520.844107345,1529307.0080725248,,346614.5857036159,4
2024-02-09,1577463.4393674452,1527684.3633433045,,347041.9566608379,5
2024-02-12,1561175.4448857517,1520368.6964459585,,343458.5978748654,3
2024-02-13,1575301.3786519256,1523318.4749622159,,346566.3033034236,6
2024-02-14,1569603.6223290777,1531219.8303897006,,345312.7969123971,6
2024-02-15,1549746.6514440288,1548117.2833594205,,340944.26331768633,9
2024-02-16,1545006.009186182,1570070.736199367,,339901.32202096004,8
2024-02-19,1565610.9172779475,1565363.9747942933,,344434.4018011485,3
2024-02-20,1577833.4613632283,1546301.8285355114,,347123.36149991024,4
2024-02-21,1574072.6272364415,1540877.52692403,,346295.9779920171,3
2024-02-22,1570312.6549263764,1545334.769126593,,345468.78408380284,5
2024-02-23,1566930.3617410802,1531835.173041197,,344724.6795830376,3
2024-02-26,1595499.1968384616,1518549.6681590988,,351009.82330446155,3
2024-02-27,1601604.2968845044,1524147.0192674506,,352352.945314591,9
2024-02-28,1608387.6580515318,1524082.7043175916,,353845.284771337,4
2024-02-29,1623405.8320231575,1525197.6797212786,,357149.28304509463,5
2024-03-01,1627642.446969525,1514848.137163404,,358081.3383332955,7
2024-03-04,1625002.6416559867,1512168.663500213,,357500.5811643171,9
2024-03-05,1623233.0564888064,1499526.6085528405,,357111.2724275374,7
2024-03-06,1623186.6146466492,1512837.733669977,,357101.0552222628,9
2024-03-07,1623614.5044765493,1528351.685962723,,357195.19098484085,6
2024-03-08,1634598.0148770905,1502188.1625182,,359611.5632729599,9
2024-03-11,1636267.822181203,1489554.2295408829,,359978.92087986466,8
2024-03-12,1647406.6182785677,1469002.8082425545,,362429.4560212849,3
2024-03-13,1647231.8433768258,1460548.3630638646,,362391.0055429017,6
2024-03-14,1649288.246156723,1460004.0740695018,,362843.41415447905,4
2024-03-15,1622232.1576685742,1440510.6404768163,,356891.07468708634,7
2024-03-18,1635808.2701973666,1428500.1406823844,,359877.8194434207,9
2024-03-19,1641574.7430664983,1415475.6548925242,,361146.4434746296,3
2024-03-20,1656452.476029677,1418857.2823263577,,364419.544726529,4
2024-03-21,1616634.3886301771,1420387.9047020585,,355659.56549863896,8
2024-03-22,1646269.212670381,1411245.5683563033,,362179.2267874838,4
2024-03-25,1645270.73090219,1414208.8993809095,,361959.5607984818,3
2024-03-26,1661722.7043254825,1407458.2286316422,,365578.99495160615,8
2024-03-27,1647998.2035335205,1404417.1004940742,,362559.6047773745,4
2024-03-28,1657537.7699966503,1427334.0906347735,,364658.30939926306,8
2024-03-29,1643657.4951938158,1446109.7856385312,,361604.64894263947,9
2024-04-01,1635896.0850571345,1428863.4488809437,,359897.1387125696,9
2024-04-02,1663459.7341734394,1440726.5276099357,,365961.1415181567,3
2024-04-03,1661728.4046059344,1452437.1378859715,,365580.2490133056,3
2024-04-04,1665763.379322997,1437203.2491596574,,366467.94345105934,8
2024-04-05,1679048.8012711564,1448985.9984787703,,369390.73627965443,5
2024-04-08,1687096.979254298,1470764.7698538683,,371161.33543594554,6
2024-04-09,1690232.5513864344,1455697.997197943,,371851.16130501556,4
2024-04-10,1696456.2724802566,1443621.123676514,,373220.37994565646,4
2024-04-11,1732097.1774004067,1458184.0616561838,,381061.37902808946,5
2024-04-12,1732253.4822397886,1462557.4552451528,,381095.7660927535,5
2024-04-15,1736219.202713038,1470834.1038849084,,381968.2245968684,5
2024-04-16,1752731.6237215996,1476210.8814400644,,385600.9572187519,7
2024-04-17,1770218.5753034463,1482310.010923449,,389448.08656675817,7
2024-04-18,1789106.3783961064,1464253.2734354755,,393603.40324714343,8
2024-04-19,1799857.488767184,1479436.8744226687,,395968.6475287805,7
2024-04-22,1783414.8155197261,1496496.4162560832,,392351.25941433973,9
2024-04-23,1809210.4270688922,1493863.7616999196,,398026.2939551563,9
2024-04-24,1792630.9387929817,1493874.1724017698,,394378.806534456,3
2024-04-25,1798282.0311718716,1472772.4209984124,,395622.04685781174,8
2024-04-26,1787795.6287350394,1480586.0975245198,,393315.0383217087,4
2024-04-29,1787857.8870264832,1489254.2564897605,,393328.7351458263,6
2024-04-30,1793890.9785808192,1488999.8700280604,,394656.0152877802,3
2024-05-01,1799831.51373083,1505529.7890372437,,395962.9330207826,4
2024-05-02,1807330.1993018368,1501383.9609293854,,397612.6438464041,4
2024-05-03,1833168.7782483809,1510067.599866108,,403297.13121464377,8
2024-05-06,1841298.9579716658,1496074.088492372,,405085.77075376647,5
2024-05-07,1838545.6058230777,1496367.6998643524,,404480.0332810771,5
2024-05-08,1854678.3672029944,1494517.6425396288,,408029.24078465876,3
2024-05-09,1874505.8047219687,1498344.2432621897,,412391.2770388331,5
2024-05-10,1856033.1752978384,1493713.6016521554,,408327.29856552446,4
2024-05-13,1866534.4265023274,1492475.328523056,,410637.57383051206,5
2024-05-14,1878741.5025005094,1504814.2908849767,,413323.13055011205,7
2024-05-15,1875079.2908931288,1499202.4467606845,,412517.44399648835,5
2024-05-16,1898093.0914076872,1476950.5607451214,,417580.48010969115,4
2024-05-17,1896773.0198795781,1502119.3448003095,,417290.0643735072,8
2024-05-20,1899897.763476563,1522463.7694328912,,417977.5079648438,3
2024-05-21,1898204.7446184184,1504412.684444117,,417605.043816052,6
2024-05-22,1899557.0672576015,1514901.7868939077,,417902.55479667237,5
2024-05-23,1882958.095100364,1508299.4505470307,,414250.7809220801,9
2024-05-24,1861001.9893282545,1512708.4037263053,,409420.437652216,9
2024-05-27,1887304.0757866378,1517571.9567249792,,415206.8966730603,4
2024-05-28,1874811.6865105173,1514829.895256926,,412458.5710323138,6
2024-05-29,1860100.348605932,1504187.043032425,,409222.07669330505,6
2024-05-30,1827132.2723496333,1494951.1240065256,,401969.0999169193,7
2024-05-31,1818268.5342125925,1482567.2132069918,,400019.07752677036,6
2024-06-03,1798874.4033784652,1471474.1842717098,,395752.36874326237,9
2024-06-04,1825024.8723854185,1471153.1177933682,,401505.4719247921,8
2024-06-05,1841748.3879005886,1461767.572976907,,405184.6453381295,4
2024-06-06,1832043.7037602242,1471853.0304885935,,403049.6148272493,4
2024-06-07,1868182.0562084988,1493266.7824891289,,411000.05236586975,5
2024-06-10,1884855.593463821,1485665.2992823506,,414668.23056204064,5
2024-06-11,1880744.5975818501,1489668.1908179545,,413763.81146800704,5
2024-06-12,1841879.1071874313,1497365.3190934127,,405213.4035812349,9
2024-06-13,1878814.3307814796,1504708.4309220065,,413339.1527719255,9
2024-06-14,1857712.679447507,1506426.1685170531,,408696.78947845154,9
2024-06-17,1832808.3888243511,1517687.4316920196,,403217.84554135724,9
2024-06-18,1849801.910850453,1525277.940570416,,406956.4203870997,9
2024-06-19,1889235.794596357,1507984.6549942922,,415631.87481119856,9
2024-06-20,1912560.902302066,1521069.4116243853,,420763.39850645454,8
2024-06-21,1922837.5271768428,1534529.754819187,,423024.2559789054,9
2024-06-24,1933673.5086672506,1524047.0475523418,,425408.1719067951,6
2024-06-25,1948821.9692944102,1525236.428250306,,428740.83324477024,6
2024-06-26,1962523.9280622685,1535778.2911371642,,431755.2641736991,7
2024-06-27,1968352.873572744,1533369.4516280645,,433037.63218600367,8
2024-06-28,1971237.9068497578,1549643.5485245115,,433672.33950694674,5
2024-07-01,1971332.444291128,1585094.4165426951,,433693.1377440482,3
2024-07-02,1959842.1408338414,1573924.4665154456,,431165.2709834451,9
2024-07-03,1956303.17910556,1553935.7458339802,,430386.69940322323,7
2024-07-04,1929286.372169001,1559073.4873188457,,424443.00187718024,3
2024-07-05,1928792.693199395,1570415.5034097824,,424334.39250386687,6
2024-07-08,1913703.7008771566,1567630.7946605473,,421014.8141929745,7
2024-07-09,1896862.1338585287,1589931.8731949679,,417309.6694488763,7
2024-07-10,1900862.8063252848,1570380.8703287854,,418189.8173915626,4
2024-07-11,1924456.3524186271,1581377.8187222057,,423380.397532098,6
2024-07-12,1940594.2490236275,1572940.09620585,,426930.73478519806,6
2024-07-15,1915814.3059524875,1599293.2763136935,,421479.14730954723,8
2024-07-16,1900809.9564462162,1630237.8353588444,,418178.19041816756,7
2024-07-17,1917112.3577683135,1619049.1257764455,,421764.71870902897,9
2024-07-18,1902214.2037860362,1611276.4064049302,,418487.12483292795,6
2024-07-19,1899685.434891425,1625110.9624700795,,417930.7956761135,7
2024-07-22,1909669.1231117235,1619816.7715769464,,420127.20708457916,8
2024-07-23,1895058.3824022172,1619798.2950229773,,416912.8441284878,9
2024-07-24,1897854.9045218956,1620869.2894498121,,417528.07899481704,8
2024-07-25,1877435.4723260724,1591990.4315370924,,413035.80391173594,4
2024-07-26,1868927.6388533846,1592449.7867042655,,411164.08054774464,9
2024-07-29,1875091.6358924818,1582684.2255711027,,412520.159896346,7
2024-07-30,1850789.6106222174,1575934.604679171,,407173.7143368878,6
